City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain(Inches),Snow(Inches)
288,Touros,BR,-5.2,-35.46,71.6,100,0,4.7,light rain,0.15,0
289,Campbell River,CA,50.02,-125.24,62.01,93,75,5.82,broken clouds,0.0,0
290,Ketchikan,US,55.34,-131.65,53.6,71,90,13.87,overcast clouds,0.0,0
291,Magadan,RU,59.57,150.8,57.18,66,35,11.07,scattered clouds,0.0,0
292,Tashla,RU,51.77,52.74,74.41,60,0,10.8,clear sky,0.0,0
293,Putyatino,RU,54.16,41.12,61.3,85,99,13.62,overcast clouds,0.0,0
294,Chenzhou,CN,25.8,113.03,91.81,59,100,8.77,light rain,0.66,0
295,Impfondo,CG,1.64,18.07,70.36,87,71,1.66,broken clouds,0.0,0
296,Egersund,NO,58.45,6.0,57.2,93,90,3.36,overcast clouds,0.0,0
297,Allapalli,IN,19.42,80.07,87.22,57,100,5.55,overcast clouds,0.0,0
298,Wewak,PG,-3.55,143.63,84.29,70,16,7.09,few clouds,0.0,0
299,Shelui,TZ,-4.37,34.2,66.18,59,97,7.34,overcast clouds,0.0,0
300,Znamenskoye,RU,57.13,73.83,59.2,62,95,9.98,overcast clouds,0.0,0
301,Hambantota,LK,6.12,81.12,84.2,79,40,10.29,scattered clouds,0.0,0
302,Muroto,JP,33.28,134.15,78.8,61,75,6.93,broken clouds,0.0,0
303,Batagay,RU,67.63,134.63,93.76,16,0,4.9,clear sky,0.0,0
304,Hvolsvollur,IS,63.75,-20.22,51.01,79,100,7.0,overcast clouds,0.0,0
305,Bonthe,SL,7.53,-12.51,77.49,83,98,4.16,light rain,0.12,0
306,Bintulu,MY,3.17,113.03,78.8,94,75,4.7,light rain,0.0,0
307,Kuryk,KZ,43.2,51.65,88.66,17,81,18.48,broken clouds,0.0,0
308,Kaliua,TZ,-5.06,31.79,63.52,62,15,7.25,few clouds,0.0,0
309,Flinders,AU,-34.58,150.86,64.99,54,21,8.99,few clouds,0.0,0
310,Damietta,EG,31.42,31.81,73.4,88,0,4.7,clear sky,0.0,0
311,Mayo,US,38.89,-76.51,71.6,83,1,3.36,clear sky,0.0,0
312,Valle De Banderas,MX,20.8,-105.23,76.57,82,62,1.25,light rain,0.71,0
313,Alyangula,AU,-13.85,136.42,84.2,37,0,10.29,clear sky,0.0,0
314,Ayan,RU,56.45,138.17,41.74,98,100,9.55,light rain,0.23,0
315,Passa Quatro,BR,-22.39,-44.97,59.0,89,0,2.17,clear sky,0.0,0
316,Sungaipenuh,ID,-2.08,101.38,76.3,79,100,2.21,moderate rain,1.19,0
317,Kapuskasing,CA,49.42,-82.43,66.2,93,90,6.93,light intensity shower rain,0.0,0
318,Verkhoyansk,RU,67.54,133.38,94.01,16,0,8.95,clear sky,0.0,0
319,Quatre Cocos,MU,-20.21,57.76,71.01,88,75,14.99,shower rain,0.0,0
320,Ulladulla,AU,-35.35,150.47,64.4,42,75,11.41,broken clouds,0.0,0
321,Pangnirtung,CA,66.15,-65.71,39.72,72,0,1.28,clear sky,0.0,0
322,Manta,EC,-0.95,-80.73,73.6,85,71,8.43,broken clouds,0.0,0
323,Bandarbeyla,SO,9.49,50.81,86.83,47,82,26.06,broken clouds,0.0,0
324,Hay River,CA,60.82,-115.8,78.8,34,20,11.41,few clouds,0.0,0
325,Komsomolskiy,UZ,40.43,71.72,80.6,28,0,4.7,clear sky,0.0,0
326,Moussoro,TD,13.64,16.49,87.89,37,13,6.13,few clouds,0.0,0
327,North Bend,US,43.41,-124.22,61.0,100,90,3.36,mist,0.0,0
328,Fairbanks,US,64.84,-147.72,60.8,87,75,3.36,moderate rain,1.15,0
329,Ayagoz,KZ,47.97,80.44,57.42,36,2,7.0,clear sky,0.0,0
330,Daru,PG,-9.08,143.21,80.47,80,31,12.44,scattered clouds,0.0,0
331,Nador,MA,35.17,-2.93,68.0,68,0,4.7,clear sky,0.0,0
332,Hokitika,NZ,-42.72,170.97,51.58,62,0,0.76,clear sky,0.0,0
333,Conway,US,35.09,-92.44,73.0,100,75,3.78,broken clouds,0.0,0
334,Lobva,RU,59.19,60.52,52.47,49,26,13.18,scattered clouds,0.0,0
335,Rayong,TH,12.83,101.43,93.0,70,20,4.7,few clouds,0.0,0
336,Cabedelo,BR,-6.98,-34.83,76.5,79,18,16.44,light rain,0.18,0
337,Kapoeta,SS,4.77,33.59,75.13,71,42,4.99,scattered clouds,0.0,0
338,Kavieng,PG,-2.57,150.8,84.74,69,9,3.4,light rain,0.19,0
339,Netarhat,IN,23.48,84.27,80.78,74,37,3.49,moderate rain,2.66,0
340,Arrecife,ES,28.96,-13.55,69.8,73,20,11.41,few clouds,0.0,0
341,West Bay,KY,19.37,-81.42,82.99,82,13,1.01,few clouds,0.0,0
342,Broken Hill,AU,-31.95,141.43,59.0,47,90,25.28,overcast clouds,0.0,0
343,Nago,JP,26.59,127.98,87.01,84,40,19.46,scattered clouds,0.0,0
344,Pangoa,PE,-12.12,-73.0,67.5,95,42,2.62,light rain,0.69,0
345,Komatipoort,ZA,-25.43,31.95,48.2,87,0,2.24,clear sky,0.0,0
346,Drumheller,CA,51.46,-112.71,62.01,52,100,5.61,overcast clouds,0.0,0
347,Carupano,VE,10.67,-63.26,78.13,85,13,5.68,few clouds,0.0,0
348,Itarema,BR,-2.92,-39.92,76.39,82,12,14.09,light rain,0.13,0
349,Palmer,US,42.16,-72.33,71.6,78,1,3.36,clear sky,0.0,0
350,Gabrovo,BG,42.87,25.33,64.99,83,100,7.56,light rain,0.13,0
351,San Andres,CO,12.58,-81.7,84.2,79,75,10.29,broken clouds,0.0,0
352,Kavaratti,IN,10.57,72.64,78.8,94,75,6.93,light intensity drizzle,0.0,0
353,Koshurnikovo,RU,54.17,93.3,54.64,92,100,0.92,overcast clouds,0.0,0
354,Caravelas,BR,-17.71,-39.25,69.62,85,2,4.07,clear sky,0.0,0
355,Benguela,AO,-12.58,13.41,68.5,53,0,5.32,clear sky,0.0,0
356,Naze,JP,28.37,129.48,80.6,88,75,11.41,broken clouds,0.0,0
357,Kolokani,ML,13.57,-8.03,84.49,52,46,9.91,scattered clouds,0.0,0
358,San Francisco,US,37.77,-122.42,60.01,87,75,11.41,broken clouds,0.0,0
359,Sechura,PE,-5.56,-80.82,66.2,81,28,10.38,scattered clouds,0.0,0
360,Soe,ID,-9.86,124.28,77.4,57,6,9.91,clear sky,0.0,0
361,Rawson,AR,-43.3,-65.1,49.57,68,88,21.5,overcast clouds,0.0,0
362,San Juan,AR,-31.54,-68.54,52.61,48,22,5.79,few clouds,0.0,0
363,Vardo,NO,70.37,31.11,47.17,75,17,7.11,few clouds,0.0,0
364,Sinazongwe,ZM,-17.26,27.46,57.9,72,1,6.91,clear sky,0.0,0
365,Port Blair,IN,11.67,92.75,85.64,74,100,11.25,overcast clouds,0.0,0
366,Mehamn,NO,71.04,27.85,51.57,58,52,1.99,broken clouds,0.0,0
367,Daokou,CN,35.56,114.51,87.01,52,39,8.16,scattered clouds,0.0,0
368,Kulhudhuffushi,MV,6.62,73.07,84.11,78,100,18.19,overcast clouds,0.0,0
369,Jalu,LY,29.03,21.55,73.83,72,0,12.57,clear sky,0.0,0
370,San Policarpo,PH,12.18,125.51,85.82,71,100,11.05,overcast clouds,0.0,0
371,Rio Gallegos,AR,-51.62,-69.22,33.8,86,37,9.17,scattered clouds,0.0,0
372,Asau,RO,46.43,26.4,63.0,75,99,4.83,overcast clouds,0.0,0
373,Lebedinyy,RU,58.52,125.52,67.78,42,65,13.82,broken clouds,0.0,0
374,Acajutla,SV,13.59,-89.83,73.0,100,78,3.91,light rain,0.16,0
375,Maceio,BR,-9.67,-35.74,73.4,94,75,4.7,broken clouds,0.0,0
376,Sarahan,IN,31.52,77.8,73.72,31,0,7.56,clear sky,0.0,0
377,Vanavara,RU,60.34,102.28,76.3,36,43,5.79,scattered clouds,0.0,0
378,Adrar,MR,20.5,-10.07,94.8,14,62,13.58,broken clouds,0.0,0
379,Houma,US,29.6,-90.72,79.0,83,1,4.34,clear sky,0.0,0
380,Kasongo-Lunda,CD,-6.47,16.82,60.55,51,0,1.1,clear sky,0.0,0
381,Bajil,YE,15.06,43.29,90.54,44,49,8.03,scattered clouds,0.0,0
382,Forestville,US,38.85,-76.88,73.0,100,1,4.29,mist,0.0,0
383,Cluj-Napoca,RO,46.77,23.6,61.0,87,75,2.24,broken clouds,0.0,0
384,Anadyr,RU,64.75,177.48,62.6,45,30,11.18,scattered clouds,0.0,0
385,Sola,VU,-13.88,167.55,84.2,79,90,6.93,overcast clouds,0.0,0
386,Victoria,HK,22.29,114.16,93.0,66,94,17.0,overcast clouds,0.0,0
387,Narwana,IN,29.62,76.12,103.96,25,0,9.66,clear sky,0.0,0
388,Kulu,TR,39.1,33.08,65.89,47,0,4.72,clear sky,0.0,0
389,Sorong,ID,-0.88,131.25,83.8,77,0,7.96,moderate rain,1.19,0
390,Bowmore,US,34.94,-79.3,69.8,88,1,2.93,clear sky,0.0,0
391,Corvallis,US,44.56,-123.26,61.0,87,1,6.93,clear sky,0.0,0
392,Sabinas Hidalgo,MX,26.5,-100.17,80.8,72,24,9.15,few clouds,0.0,0
393,Sisimiut,GL,66.94,-53.67,45.95,57,100,9.22,overcast clouds,0.0,0
394,Ola,RU,59.58,151.28,54.97,73,20,10.09,few clouds,0.0,0
395,Dongsheng,CN,39.82,109.98,83.07,28,78,16.26,broken clouds,0.0,0
396,Pisco,PE,-13.7,-76.22,64.4,82,90,6.93,overcast clouds,0.0,0
397,Gombong,ID,-7.61,109.51,85.41,67,83,9.48,broken clouds,0.0,0
398,Gorontalo,ID,0.54,123.06,84.18,81,28,6.6,moderate rain,1.98,0
399,Tiksi,RU,71.69,128.87,67.12,36,0,10.54,clear sky,0.0,0
400,Galveston,US,29.37,-94.97,82.4,78,1,11.41,clear sky,0.0,0
401,Kendari,ID,-3.94,122.5,81.36,84,34,4.52,moderate rain,1.06,0
402,Belaya Gora,RU,68.53,146.42,91.49,15,0,2.55,clear sky,0.0,0
403,Silopi,TR,37.25,42.47,79.25,28,2,2.98,clear sky,0.0,0
404,Rognan,NO,67.1,15.39,64.0,63,0,3.0,clear sky,0.0,0
405,Masunga,BW,-20.62,27.45,32.0,81,0,2.24,clear sky,0.0,0
406,Codrington,AU,-38.27,141.97,53.69,77,94,9.17,light rain,0.24,0
407,Muros,ES,42.78,-9.06,64.99,86,91,7.0,light rain,0.15,0
408,Teya,RU,60.38,92.63,44.83,86,100,4.68,light rain,0.79,0
409,Iisalmi,FI,63.56,27.19,59.0,67,10,4.7,clear sky,0.0,0
410,Tunceli,TR,39.11,39.55,59.0,87,43,3.36,scattered clouds,0.0,0
411,Aginskoye,RU,51.1,114.53,72.93,36,9,11.03,clear sky,0.0,0
412,Akranes,IS,64.32,-22.07,55.4,58,75,12.75,broken clouds,0.0,0
413,Westport,US,41.14,-73.36,71.6,83,1,3.36,clear sky,0.0,0
414,Shubarshi,KZ,48.59,57.19,79.11,17,26,8.99,scattered clouds,0.0,0
415,Charthawal,IN,29.55,77.58,99.73,34,0,8.08,clear sky,0.0,0
416,Poum,NC,-20.23,164.02,71.64,70,17,9.46,few clouds,0.0,0
417,Turayf,SA,31.67,38.66,66.2,82,0,9.17,clear sky,0.0,0
418,Alberton,CA,46.82,-64.07,53.96,92,47,3.96,scattered clouds,0.0,0
419,Olinda,BR,-8.01,-34.86,77.0,83,75,13.87,shower rain,0.0,0
420,Port Hueneme,US,34.15,-119.2,63.0,87,90,8.05,overcast clouds,0.0,0
421,Narsaq,GL,60.92,-46.05,44.6,65,75,4.7,broken clouds,0.0,0
422,Mogzon,RU,51.74,111.96,72.48,36,23,6.11,few clouds,0.0,0
423,Necochea,AR,-38.55,-58.74,46.99,75,97,5.01,overcast clouds,0.0,0
424,Abbeville,FR,50.1,1.83,60.01,61,99,9.33,overcast clouds,0.0,0
425,Gravdal,NO,68.12,13.5,59.86,64,0,5.82,clear sky,0.0,0
426,Valday,RU,57.97,33.25,57.45,60,2,9.35,clear sky,0.0,0
427,Kalmunai,LK,7.42,81.82,89.33,54,100,4.0,overcast clouds,0.0,0
428,Fort Saint James,CA,54.43,-124.25,54.93,78,62,6.35,broken clouds,0.0,0
429,Nanpiao,CN,41.1,120.75,97.25,28,63,16.71,broken clouds,0.0,0
430,Grindavik,IS,63.84,-22.43,51.8,76,75,23.04,broken clouds,0.0,0
431,Sosnovka,RU,56.26,51.28,55.38,53,38,7.96,scattered clouds,0.0,0
432,Nishihara,JP,26.18,127.76,87.8,79,75,17.22,broken clouds,0.0,0
433,Port Macquarie,AU,-31.43,152.92,60.01,92,98,14.09,overcast clouds,0.0,0
434,Nanga Eboko,CM,4.68,12.37,68.16,98,100,2.55,light rain,0.12,0
435,Yumen,CN,40.28,97.2,77.56,27,100,9.31,overcast clouds,0.0,0
436,Ojinaga,MX,29.57,-104.42,87.8,33,1,12.75,clear sky,0.0,0
437,Kieta,PG,-6.22,155.63,83.14,75,52,3.36,light rain,0.55,0
438,Kamaishi,JP,39.27,141.88,75.2,50,20,6.93,few clouds,0.0,0
439,Qaqortoq,GL,60.72,-46.03,44.6,65,80,4.7,broken clouds,0.0,0
440,Nassau,US,40.75,-73.58,73.4,78,1,5.82,clear sky,0.0,0
441,Benghazi,LY,32.12,20.07,72.54,80,0,13.69,clear sky,0.0,0
442,Ust-Kulom,RU,61.69,53.69,44.46,70,97,12.24,overcast clouds,0.0,0
443,Srednekolymsk,RU,67.45,153.68,90.37,20,11,8.95,few clouds,0.0,0
444,Santa Maria Da Vitoria,BR,-13.39,-44.19,68.97,78,0,6.33,clear sky,0.0,0
445,Gweta,BW,-20.18,25.23,48.42,64,0,5.39,clear sky,0.0,0
446,Deputatskiy,RU,69.3,139.9,83.62,20,0,7.49,clear sky,0.0,0
447,Irece,BR,-11.3,-41.86,60.24,83,1,11.5,clear sky,0.0,0
448,Ngunguru,NZ,-35.62,174.5,57.99,94,80,8.99,light rain,0.64,0
449,Dromolaxia,CY,34.88,33.59,78.01,73,20,1.88,few clouds,0.0,0
450,Bocos,PH,16.93,121.06,77.83,79,32,1.19,moderate rain,2.11,0
451,Mombasa,KE,-4.05,39.66,73.4,94,40,12.75,scattered clouds,0.0,0
452,Brae,GB,60.4,-1.35,55.4,93,5,16.11,clear sky,0.0,0
453,Cumanayagua,CU,22.15,-80.2,75.2,94,51,4.7,broken clouds,0.0,0
454,Pando,UY,-34.72,-55.95,52.0,100,90,23.04,thunderstorm with rain,0.0,0
455,Santa Fe,AR,-31.63,-60.7,62.01,90,98,5.01,overcast clouds,0.0,0
456,Clovis,US,36.83,-119.7,89.6,27,40,13.87,scattered clouds,0.0,0
457,Misawa,JP,40.68,141.36,64.4,68,20,12.75,few clouds,0.0,0
458,Siirt,TR,37.93,41.94,72.66,35,23,2.26,few clouds,0.0,0
459,Eagle Pass,US,28.71,-100.5,89.01,50,79,5.99,broken clouds,0.0,0
460,Altay,CN,47.87,88.12,55.6,38,20,10.56,few clouds,0.0,0
461,Sao Joao Da Barra,BR,-21.64,-41.05,71.56,88,0,9.17,clear sky,0.0,0
462,Patacamaya,BO,-17.23,-67.92,40.78,65,0,3.62,clear sky,0.0,0
463,Danjiangkou,CN,32.54,111.51,69.78,87,100,1.72,overcast clouds,0.0,0
464,Flin Flon,CA,54.77,-101.86,46.04,89,89,4.61,overcast clouds,0.0,0
465,Avera,US,33.19,-82.53,75.2,94,1,4.7,clear sky,0.0,0
466,Balclutha,NZ,-46.23,169.75,46.0,70,1,1.99,clear sky,0.0,0
467,Santa Rosa,PH,14.31,121.11,93.99,56,20,8.05,few clouds,0.0,0
468,Mulege,MX,26.88,-111.98,83.62,35,0,1.77,clear sky,0.0,0
469,Watertown,US,42.37,-71.18,77.0,73,1,4.7,clear sky,0.0,0
470,Omsukchan,RU,62.53,155.8,75.06,23,0,3.98,clear sky,0.0,0
471,Dakoro,NE,14.51,6.76,86.23,45,27,9.04,scattered clouds,0.0,0
472,Svetlogorsk,BY,52.63,29.73,68.22,89,64,7.81,broken clouds,0.0,0
473,Genhe,CN,50.78,121.52,64.42,46,54,9.33,broken clouds,0.0,0
474,Malatya,TR,38.5,38.0,69.8,49,40,4.7,scattered clouds,0.0,0
475,Anloga,GH,5.79,0.9,73.4,94,20,3.36,few clouds,0.0,0
476,Payakumbuh,ID,-0.22,100.63,85.73,58,13,2.06,light rain,0.39,0
477,Bonneville,FR,46.08,6.41,51.8,93,11,3.36,few clouds,0.0,0
478,Kidal,ML,18.44,1.41,84.47,16,0,6.29,clear sky,0.0,0
479,Bima,ID,-8.47,118.72,86.18,62,86,5.93,overcast clouds,0.0,0
480,Laguna,US,38.42,-121.42,72.0,56,1,6.93,clear sky,0.0,0
481,Udachnyy,RU,66.42,112.4,78.8,29,75,4.47,broken clouds,0.0,0
482,Awjilah,LY,29.11,21.29,73.06,76,0,12.91,clear sky,0.0,0
483,Bubaque,GW,11.28,-15.83,81.25,80,94,9.1,light rain,0.22,0
484,Mount Gambier,AU,-37.83,140.77,55.4,71,75,6.93,broken clouds,0.0,0
485,Ranfurly,NZ,-45.13,170.1,30.99,96,2,1.16,clear sky,0.0,0
486,Monster,NL,52.03,4.17,63.0,82,26,3.0,scattered clouds,0.0,0
487,Kainantu,PG,-6.29,145.87,71.62,77,41,3.29,moderate rain,1.61,0
488,Broome,US,42.25,-75.83,66.2,82,1,4.7,clear sky,0.0,0
489,Alekseyevsk,RU,57.84,108.35,80.02,32,31,6.33,scattered clouds,0.0,0
490,Emerald,AU,-23.53,148.17,77.0,36,19,6.93,few clouds,0.0,0
491,Barra Do Garcas,BR,-15.89,-52.26,66.4,68,51,1.63,broken clouds,0.0,0
492,Mitsamiouli,KM,-11.38,43.28,76.39,85,100,17.56,light rain,0.55,0
493,Raahe,FI,64.68,24.48,64.0,72,0,3.36,clear sky,0.0,0
494,Szigetvar,HU,46.05,17.81,57.2,100,90,10.29,light rain,0.0,0
495,Nsanje,MW,-16.92,35.26,60.21,85,0,0.98,clear sky,0.0,0
496,Raga,SS,8.46,25.68,70.88,88,73,8.61,broken clouds,0.0,0
497,Paka,MY,4.64,103.44,89.6,75,40,6.93,scattered clouds,0.0,0
498,Pauini,BR,-7.71,-66.98,74.43,81,23,1.63,few clouds,0.0,0
499,Port Keats,AU,-14.25,129.55,88.34,36,0,3.33,clear sky,0.0,0
500,Aquiraz,BR,-3.9,-38.39,78.8,74,20,10.29,few clouds,0.0,0
501,Saint-Leu,RE,-21.15,55.28,72.0,73,75,9.17,broken clouds,0.0,0
502,Liozon,PH,15.4,119.93,85.93,70,13,5.95,few clouds,0.0,0
503,Puerto Colombia,CO,10.99,-74.95,82.4,88,75,4.7,broken clouds,0.0,0
504,Tilichiki,RU,60.47,166.1,64.76,60,4,6.87,clear sky,0.0,0
505,Iskateley,RU,67.68,53.15,46.87,65,99,16.35,overcast clouds,0.0,0
506,Angoche,MZ,-16.23,39.91,67.44,90,38,9.42,scattered clouds,0.0,0
507,Port Hedland,AU,-20.32,118.57,82.4,17,0,17.22,clear sky,0.0,0
508,Berezovyy,RU,51.67,135.7,59.72,71,96,8.61,light rain,0.3,0
509,Chenghai,CN,23.46,116.77,91.4,59,40,8.95,scattered clouds,0.0,0
510,Russellville,US,35.28,-93.13,71.6,94,75,1.86,mist,0.0,0
511,Sajanan,TN,37.06,9.24,68.0,82,20,1.12,few clouds,0.0,0
512,Makakilo City,US,21.35,-158.09,78.8,69,75,8.05,broken clouds,0.0,0
513,El Grullo,MX,19.8,-104.22,73.06,80,80,0.56,light rain,0.89,0
514,Along,IN,28.17,94.77,91.29,57,31,2.06,light rain,0.36,0
515,Yerbabuena,MX,20.97,-101.27,75.2,44,75,11.41,broken clouds,0.0,0
516,Safford,US,32.83,-109.71,87.8,11,1,10.29,clear sky,0.0,0
517,Riohacha,CO,11.54,-72.91,80.91,80,100,12.73,overcast clouds,0.0,0
518,Ekhabi,RU,53.51,142.97,43.45,89,100,9.22,overcast clouds,0.0,0
519,Tamandare,BR,-8.76,-35.1,76.06,80,33,16.15,light rain,0.77,0
520,Anjar,IN,23.13,70.02,92.21,55,52,16.31,broken clouds,0.0,0
521,Haimen,CN,23.19,116.61,91.4,59,40,8.95,scattered clouds,0.0,0
522,Mahina,PF,-17.51,-149.49,80.6,78,75,3.36,broken clouds,0.0,0
523,Half Moon Bay,US,37.46,-122.43,61.0,100,90,4.7,mist,0.0,0
524,Umea,SE,63.83,20.26,59.0,67,7,4.7,clear sky,0.0,0
525,Katsuura,JP,35.13,140.3,77.0,86,63,3.0,broken clouds,0.0,0
526,Clarence Town,AU,-32.58,151.78,57.99,93,40,5.82,scattered clouds,0.0,0
527,Waipawa,NZ,-41.41,175.52,50.0,75,100,3.0,overcast clouds,0.0,0
528,Grafton,US,42.21,-71.69,71.6,78,1,12.75,clear sky,0.0,0
529,Yancheng,CN,33.39,120.13,80.42,60,24,15.7,few clouds,0.0,0
530,Plouzane,FR,48.38,-4.62,60.8,93,90,14.99,overcast clouds,0.0,0
531,Arona,ES,28.1,-16.68,71.01,64,20,9.17,few clouds,0.0,0
532,Aksu,CN,41.12,80.26,82.74,14,0,6.4,clear sky,0.0,0
533,Alexandria,EG,31.22,29.96,66.2,88,0,5.82,clear sky,0.0,0
534,Swan Hill,AU,-35.34,143.55,49.98,85,100,3.0,overcast clouds,0.0,0
535,Honiara,SB,-9.43,159.95,80.6,83,40,10.29,scattered clouds,0.0,0
536,Pouembout,NC,-21.13,164.9,72.1,61,6,7.31,clear sky,0.0,0
537,Kloulklubed,PW,7.04,134.26,84.2,83,75,8.05,broken clouds,0.0,0
538,Beringovskiy,RU,63.05,179.32,46.85,55,0,7.43,clear sky,0.0,0
539,Acucena,BR,-19.07,-42.55,60.39,92,1,2.28,clear sky,0.0,0
540,Edgewater,US,28.99,-80.9,78.8,88,20,4.7,few clouds,0.0,0
541,Tecoanapa,MX,16.52,-98.75,80.98,82,100,8.14,moderate rain,2.32,0
542,Mizdah,LY,31.45,12.98,65.68,48,0,4.97,clear sky,0.0,0
543,Jasper,US,37.2,-94.35,71.6,78,1,6.93,clear sky,0.0,0
544,Axim,GH,4.87,-2.24,76.57,88,97,10.33,light rain,0.18,0
545,Trairi,BR,-3.28,-39.27,75.18,82,1,10.56,clear sky,0.0,0
546,Nemuro,JP,43.32,145.57,60.8,63,75,2.24,broken clouds,0.0,0
547,Tabas,IR,33.6,56.92,96.8,11,3,4.7,clear sky,0.0,0
548,Springville,US,40.17,-111.61,70.0,40,75,5.82,broken clouds,0.0,0
549,Zyryanskoye,RU,56.83,86.63,61.23,49,99,1.7,overcast clouds,0.0,0
550,Mbandaka,CD,0.05,18.26,68.59,68,46,2.57,scattered clouds,0.0,0
551,Lamu,KE,-2.27,40.9,79.14,77,90,19.37,overcast clouds,0.0,0
552,Kijang,KR,35.24,129.21,80.6,47,40,9.17,scattered clouds,0.0,0
553,Te Anau,NZ,-45.42,167.72,40.26,72,1,1.32,clear sky,0.0,0
554,Catamarca,AR,-28.47,-65.79,59.0,65,31,4.0,scattered clouds,0.0,0
555,Verkhnyaya Toyma,RU,62.23,45.0,46.4,64,86,9.57,overcast clouds,0.0,0
556,Bogorodskoye,RU,56.55,37.88,55.35,68,98,9.57,overcast clouds,0.0,0
557,Jiaojiang,CN,28.68,121.44,75.99,80,100,5.86,moderate rain,1.21,0
558,Vostok,RU,46.49,135.88,48.81,99,100,7.23,moderate rain,2.74,0
559,Kefamenanu,ID,-9.45,124.48,80.69,60,10,10.42,clear sky,0.0,0
560,Victor Harbor,AU,-35.57,138.62,55.99,82,50,1.01,scattered clouds,0.0,0
561,Barabinsk,RU,55.36,78.36,58.59,59,63,18.25,broken clouds,0.0,0
562,Villacarrillo,ES,38.12,-3.08,73.99,38,0,1.45,clear sky,0.0,0
563,Samarai,PG,-10.62,150.67,80.35,82,20,9.95,few clouds,0.0,0
564,Pacific Grove,US,36.62,-121.92,60.01,82,90,6.93,overcast clouds,0.0,0
565,Yar-Sale,RU,66.83,70.83,50.77,72,93,10.98,overcast clouds,0.0,0
566,San Felipe,VE,10.34,-68.74,71.6,92,43,1.05,scattered clouds,0.0,0
567,Khartoum,SD,15.55,32.53,80.6,24,0,10.07,clear sky,0.0,0
568,Pochutla,MX,15.74,-96.47,80.01,86,99,2.46,light rain,0.78,0
569,Mankono,CI,8.06,-6.19,70.74,97,85,4.23,overcast clouds,0.0,0
570,Lazdijai,LT,54.23,23.52,68.58,86,61,7.0,broken clouds,0.0,0
571,Isangel,VU,-19.55,169.27,72.79,75,12,13.76,few clouds,0.0,0
572,Goderich,CA,43.75,-81.72,71.01,89,86,10.96,overcast clouds,0.0,0
573,Storm Lake,US,42.64,-95.21,66.2,88,1,3.36,clear sky,0.0,0
574,Murray Bridge,AU,-35.12,139.27,55.99,79,45,7.0,light rain,0.33,0
575,Pedro Juan Caballero,PY,-22.55,-55.73,63.79,61,0,9.13,clear sky,0.0,0
576,Atambua,ID,-9.11,124.89,83.14,54,0,2.21,clear sky,0.0,0
577,Lingao,CN,19.91,109.69,93.51,50,69,3.11,broken clouds,0.0,0
